N tol precomp sortcharge fmm L
500      1e-3 11 0 50 3
5000     1e-3 248 1 188 5
50000    1e-3 3098 11 1678 7
500000   1e-3 12519 115 35688 8
5000000  1e-3 192442 1411 198064 10
500      1e-8 64 0 31 3
5000     1e-8 531 1 891 4
50000    1e-8 10542 11 5438 6
500000   1e-8 39797 104 100603 7
5000000  1e-8 1401877 2752 1567457 9
500      1e-13 1 0 64 3
5000     1e-13 1775 1 809 4
50000    1e-13 8386 10 16747 6
500000   1e-13 285451 232 251618 7

